"","Year","State.Abb","State","Topic.Type","Topic.Desc","Measure.Desc","Response","Data.Value.Unit","Data.Value.Type","Data.Value","Data.Value.Std.Err","Low.Confidence.Limit","High.Confidence.Limit","Sample.Size","Gender","Race","Age","Education","Geolocation","Area","Area.Type","Area.Title","Month","Labor.Force","Employment","Unemployment","Unemployment.Rate","id","Employment.Rate","Relative.Sample.Size"
"978",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"978",95.2,"Large"
"979",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"979",95.7,"Large"
"980",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"980",95.7,"Large"
"981",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"981",95.6,"Large"
"982",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"982",95.5,"Large"
"983",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"983",95.8,"Large"
"984",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",12,0.5,11,13,7813,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"984",95.2,"Large"
"985",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"985",95.3,"Small"
"986",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"986",95.4,"Small"
"987",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"987",95.2,"Small"
"988",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"988",95.2,"Small"
"989",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"989",95.2,"Small"
"990",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"990",95.2,"Small"
"991",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"991",95.7,"Small"
"992",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"992",95.7,"Small"
"993",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"993",95.6,"Small"
"994",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"994",95.5,"Small"
"995",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"995",95.8,"Small"
"996",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Every Day","%","Percentage",54.2,3.7,47,61.4,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"996",95.2,"Small"
"997",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"997",95.3,"Small"
"998",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"998",95.4,"Small"
"999",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"999",95.2,"Small"
"1000",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"1000",95.2,"Small"
"1001",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"1001",95.2,"Small"
"1002",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"1002",95.2,"Small"
"1003",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"1003",95.7,"Small"
"1004",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"1004",95.7,"Small"
"1005",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"1005",95.6,"Small"
"1006",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"1006",95.5,"Small"
"1007",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"1007",95.8,"Small"
"1008",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",7.3,1.1,5.1,9.5,619,"Overall","All Races","18 to 24 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"1008",95.2,"Small"
"1009",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"1009",95.3,"Small"
"1010",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"1010",95.4,"Small"
"1011",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"1011",95.2,"Small"
"1012",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"1012",95.2,"Small"
"1013",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"1013",95.2,"Small"
"1014",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"1014",95.2,"Small"
"1015",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"1015",95.7,"Small"
"1016",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"1016",95.7,"Small"
"1017",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"1017",95.6,"Small"
"1018",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"1018",95.5,"Small"
"1019",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"1019",95.8,"Small"
"1020",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",29.7,2.6,24.6,34.8,521,"Overall","All Races","Age 25 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"1020",95.2,"Small"
"1021",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"1021",95.3,"Large"
"1022",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"1022",95.4,"Large"
"1023",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"1023",95.2,"Large"
"1024",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"1024",95.2,"Large"
"1025",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"1025",95.2,"Large"
"1026",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"1026",95.2,"Large"
"1027",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"1027",95.7,"Large"
"1028",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"1028",95.7,"Large"
"1029",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"1029",95.6,"Large"
"1030",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"1030",95.5,"Large"
"1031",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"1031",95.8,"Large"
"1032",2013,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",16.9,0.8,15.3,18.5,4309,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"1032",95.2,"Large"
"1033",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"1033",95.3,"Large"
"1034",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"1034",95.4,"Large"
"1035",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"1035",95.2,"Large"
"1036",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"1036",95.2,"Large"
"1037",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"1037",95.2,"Large"
"1038",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"1038",95.2,"Large"
"1039",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1509418,1445094,64324,4.3,"1039",95.7,"Large"
"1040",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1514244,1448820,65424,4.3,"1040",95.7,"Large"
"1041",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1519253,1452260,66993,4.4,"1041",95.6,"Large"
"1042",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1523857,1454929,68928,4.5,"1042",95.5,"Large"
"1043",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1505482,1442001,63481,4.2,"1043",95.8,"Large"
"1044",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",3.3,0.4,2.5,4.1,4325,"Overall","All Races","45 to 64 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1511963,1439660,72303,4.8,"1044",95.2,"Large"
"1045",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1531429,1459187,72242,4.7,"1045",95.3,"Small"
"1046",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1527880,1457049,70831,4.6,"1046",95.4,"Small"
"1047",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1547040,1473212,73828,4.8,"1047",95.2,"Small"
"1048",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1534733,1461725,73008,4.8,"1048",95.2,"Small"
"1049",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1538374,1464984,73390,4.8,"1049",95.2,"Small"
"1050",2013,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Frequency of Use","Some Days","%","Percentage",45.8,3.7,38.6,53,283,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1542694,1469048,73646,4.8,"1050",95.2,"Small"
